position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Minister of Civilian Intelligence Services,Ádám Ficsor,Q1001178,2009-04-16,2009-09-13,male,1980-06-17,,,Ádám Ficsor
Minister of Civilian Intelligence Services,Gábor Juhász,Q384205,2009-09-17,2010-05-29,male,1963-07-14,,,Gábor Juhász
Minister of Defence,János Szabó,Q782150,1998-07-08,2002-05-26,male,1941-06-01,,Szabó János FKgP (crop).jpg,János Szabó (Minister of Defence)
Minister of Defence,Ferenc Juhász,Q843149,2002-05-27,2006-06-09,male,1960-07-06,,Juhász Ferenc 2005.jpg,Ferenc Juhász (politician)
Minister of Defence,Imre Szekeres,Q676268,2006-06-09,2010-05-29,male,1950-09-09,,Imre Szekeres 070426-D-9880W-014 0VWWF.jpg,Imre Szekeres
Minister of Defence,Csaba Hende,Q220909,2010-05-29,2015-09-07,male,1960-02-05,,Hende-Csaba Portrait.jpg,Csaba Hende
Minister of Defence,István Simicskó,Q1288461,2015-09-10,2018-05-18,male,1961-11-29,,Simicskó István (KDNP).jpg,István Simicskó
Minister of Defence,Tibor Benkő,Q793043,2018-05-18,,male,1955-10-16,,Benkő Tibor vezérezredes.jpg,Tibor Benkő (military officer)
Minister of Economy and Transport,István Csillag,Q15298574,2002-05-27,2004-09-30,male,1951-06-18,,,
Minister of Economy and Transport,János Kóka,Q614901,2006-06-09,2007-12-03,male,1972-07-05,,Dr. János Kóka.jpg,János Kóka
Minister of Economy and Transport,Csaba Kákosy,Q1122771,2007-12-03,2008-04-30,male,1969-07-04,,,
Minister of Education,József Pálinkás,Q964353,2001-07-16,2002-05-27,male,1952-09-18,,PalinkasFotoThalerTamas.jpg,József Pálinkás
Minister of Environmental Protection and Water Management,Mária Kóródi,Q20480699,2002-05-27,2003-05-18,female,1950-07-30,,,
Minister of Environmental Protection and Water Management,Miklós Persányi,Q1233053,2003-05-19,2007-05-06,male,1950-11-10,,,
Minister of Environmental Protection and Water Management,Gábor Fodor,Q1002295,2007-05-07,2008-04-30,male,1962-09-27,,Gabor Fodor.jpg,Gábor Fodor (politician)
Minister of Finance,Zsigmond Járai,Q221841,1998-07-08,2000-12-31,male,1951-12-29,,,Zsigmond Járai
Minister of Finance,Csaba László,Q1160228,2002-05-27,2004-02-15,male,1962-10-04,,,Csaba László (politician)
Minister of Finance,Tibor Draskovics,Q909672,2004-02-16,2005-04-24,male,1955-06-26,,,Tibor Draskovics
Minister of Finance,János Veres,Q1421019,2005-04-25,2009-04-20,male,1957-02-05,,Veres János 2008-12-13.jpg,János Veres
Minister of Finance,Péter Oszkó,Q1226737,2009-04-16,2010-05-29,male,1973-03-22,,OszkoPeter.jpg,Péter Oszkó
Minister of Foreign Affairs,János Martonyi,Q58190,1998-07-08,2002-05-26,male,1944-04-05,,Martonyi-János Portrait.jpg,János Martonyi
Minister of Foreign Affairs,László Kovács,Q345634,2002-05-27,2004-11-01,male,1939-07-03,,KovácsLászló2014.JPG,László Kovács (politician)
Minister of Foreign Affairs,Ferenc Somogyi,Q719381,2004-11-01,2006-06-09,male,1945-09-01,,Somogyi USA.jpg,Ferenc Somogyi
Minister of Foreign Affairs,Kinga Göncz,Q266208,2006-06-09,2009-04-16,female,1947-11-08,,Kinga Göncz Senate of Poland.JPG,Kinga Göncz
Minister of Foreign Affairs,Péter Balázs,Q550142,2009-04-16,2010-05-29,male,1941-12-05,,"Péter Balázs, 2009.jpg",Péter Balázs
Minister of Foreign Affairs,János Martonyi,Q58190,2010-05-29,2014-06-05,male,1944-04-05,,Martonyi-János Portrait.jpg,János Martonyi
Minister of Foreign Affairs,Tibor Navracsics,Q832221,2014-06-06,2014-09-22,male,1966-06-13,,Navracsics Tibor Portrait.jpg,Tibor Navracsics
Minister of Foreign Affairs,Péter Szijjártó,Q685293,2014-09-23,,male,1978-10-30,,Péter Szijjártó - Hungarian Minister of Foreign Affairs and Trade (44613275674) (cropped).jpg,Péter Szijjártó
Minister of Foreign Affairs,Péter Szijjártó,Q685293,2014-09-23,2018-05-18,male,1978-10-30,,Péter Szijjártó - Hungarian Minister of Foreign Affairs and Trade (44613275674) (cropped).jpg,Péter Szijjártó
Minister of Health,Racz Jeno,Q56391532,2004-10-21,2006-06-08,male,1953-07-18,,,
Minister of Health,Lajos Molnár,Q1178692,2006-06-09,2007-04-06,male,1946-10-13,2015-03-23,,Lajos Molnár
Minister of Health,János Kóka,Q614901,2007-04-06,2007-04-22,male,1972-07-05,,Dr. János Kóka.jpg,János Kóka
Minister of Health,Ágnes Horváth,Q1055662,2007-04-23,2008-04-30,female,1973-09-11,,,
Minister of Health,Tamás Székely,Q1302191,2008-05-05,2010-05-29,male,1955-09-11,,,
Minister of Human Capacities,Miklós Réthelyi,Q612350,2010-05-29,2012-05-13,male,1939-06-08,,RethelyiMiklosFotoThalerTamas.JPG,Miklós Réthelyi
Minister of Human Capacities,Zoltán Balog,Q218882,2012-05-14,2018-05-18,male,1958-01-07,,"Zoltán Balog, Unkarin kulttuuriministeri IMG 0596 C.JPG",Zoltán Balog (politician)
Minister of Human Capacities,Miklós Kásler,Q23925538,2018-05-18,,male,1950-03-01,,KaslerMiklosFotoThalerTamas.jpg,Miklós Kásler
Minister of Interior,Sándor Pintér,Q549589,1998-07-08,2002-05-27,male,1948-07-03,,Sándor Pintér-064.jpg,Sándor Pintér
Minister of Interior,Mónika Lamperth,Q976803,2002-05-27,2006-06-09,female,1957-09-05,,,Mónika Lamperth
Minister of Interior,Imre Forgács,Q1002913,2009-12-15,2010-05-29,male,1949-04-09,,,Imre Forgács
Minister of Interior,Sándor Pintér,Q549589,2010-05-29,,male,1948-07-03,,Sándor Pintér-064.jpg,Sándor Pintér
Minister of Interior,Sándor Pintér,Q549589,2010-05-29,2014-06-06,male,1948-07-03,,Sándor Pintér-064.jpg,Sándor Pintér
Minister of Interior,Sándor Pintér,Q549589,2010-05-29,2018-05-18,male,1948-07-03,,Sándor Pintér-064.jpg,Sándor Pintér
Minister of Justice,Péter Bárándy,Q679451,2002-05-27,2004-10-03,male,1949-06-12,,,Péter Bárándy
Minister of Justice,Tibor Navracsics,Q832221,2010-05-29,2014-06-06,male,1966-06-13,,Navracsics Tibor Portrait.jpg,Tibor Navracsics
Minister of Justice,László Trócsányi,Q1324589,2014-06-06,2019-06-30,male,1956-03-06,,Trócsányi László EU2016 SK.jpg,László Trócsányi
Minister of Justice,Judit Varga,Q63224253,2019-07-12,,female,1980-09-10,,Varga Judit 2020 wikipedia.jpg,Judit Varga (politician)
Minister of Justice and Law Enforcement,József Petrétei,Q1234150,2006-06-09,2007-05-31,male,1958-10-10,,,József Petrétei
Minister of Justice and Law Enforcement,Albert Takács,Q692624,2007-06-01,2008-02-18,male,1955-03-17,,,Albert Takács
Minister of Justice and Law Enforcement,Tibor Draskovics,Q909672,2008-02-17,2009-04-20,male,1955-06-26,,,Tibor Draskovics
Minister of Labour,Sándor Burány,Q852244,2003-03-03,2004-10-04,male,1956-08-19,,Burány Sándor.jpg,Sándor Burány
Minister of National Cultural Heritage,Zoltán Rockenbauer,Q1249701,2000-01-01,2002-05-26,male,1960-01-04,,Rockenbauer Zoltán.JPG,Zoltán Rockenbauer
Minister of National Cultural Heritage,Gábor Görgey,Q573299,2002-05-27,2003-05-18,male,1929-11-22,,Gorgey Gabor 2007 Hungarian Kossuth Prize-writer poet director.jpg,Gábor Görgey
Minister of National Cultural Heritage,András Bozóki,Q848723,2005-02-14,2006-06-08,male,1959-02-23,,Ünnepi Könyvhét 2012 - 0053.JPG,András Bozóki
Minister of National Development,Tamás Fellegi,Q374106,2010,2011,male,1956-01-07,,Fellegi Tamas Portrait.jpg,Tamás Fellegi
Minister of National Development,Miklós Seszták,Q16201211,2014-06-06,2018-05-18,male,1968-10-31,,Seszták Miklós miniszter.jpg,Miklós Seszták
Minister of National Economy,György Matolcsy,Q220286,2010-05-29,2013-03-03,male,1955-07-18,,Matolcsy-György Portrait.jpg,György Matolcsy
Minister of National Economy,Mihály Varga,Q1401791,2013-03-07,,male,1965-01-26,,Varga Mihály portréja.jpg,Mihály Varga
Minister of National Economy,Mihály Varga,Q1401791,2013-03-07,2014-06-06,male,1965-01-26,,Varga Mihály portréja.jpg,Mihály Varga
Minister of National Economy,Mihály Varga,Q1401791,2013-03-07,2018-05-18,male,1965-01-26,,Varga Mihály portréja.jpg,Mihály Varga
Minister of National Innovation and Technology,László Palkovics,Q1228425,2018-05-18,,male,1965-02-03,,László Palkovics.jpg,László Palkovics
Minister of the Prime Minister's Office,János Lázár,Q750646,2014-06-06,2018-05-17,male,1975-02-19,,Lázár János 2 cropped.jpg,János Lázár
Minister of the Prime Minister's Office,Gergely Gulyás,Q5550584,2018-05-18,,male,1981-09-21,,Gulyás Gergely.JPG,Gergely Gulyás
Minister in charge of the Prime Minister's Office,István Stumpf,Q1292072,1998-07-08,2002-05-26,male,1957-08-05,,István Stumpf.jpg,István Stumpf
Minister in charge of the Prime Minister's Office,Elemér Kiss,Q5358942,2002-05-27,2003-02-21,male,1944-04-21,,,Elemér Kiss
Minister in charge of the Prime Minister's Office,György Szilvásy,Q1298408,2006-06-09,2007-06-25,male,1958-04-29,,,György Szilvásy
Minister in charge of the Prime Minister's Office,Péter Kiss,Q1111980,2007-07-01,2009-04-16,male,1959-06-11,2014-07-29,Kiss Péter 2008-09-20.JPG,Péter Kiss
"Minister for Transport, Communications and Energy",Pál Szabó,Q1619761,2008-04-30,2008-11-30,male,1947-02-23,,,
"Minister for Transport, Communications and Energy",Csaba Molnár,Q967118,2008-12-01,2009-04-15,male,1975-12-04,,Molnár Csaba 2013-03.jpg,Csaba Molnár
"Minister for Transport, Communications and Energy",Péter Hónig,Q1057753,2009-04-16,2010-05-29,male,1952-01-11,,,
Minister of Transport and Water Management,László Nógrádi,Q20480830,2000-06-01,2000-11-30,male,1947-09-23,,,
Minister of Transport and Water Management,János Fónagy,Q264055,2000-10-01,2002-05-27,male,1942-07-11,,"Eredményváró - Bálna, 2014.04.06 (50).JPG",János Fónagy
Minister of Youth and Sports Affairs,Ferenc Gyurcsány,Q191337,2003-05-18,2004-09-27,male,1961-06-04,,Ferenc Gyurcsány-2.jpg,Ferenc Gyurcsány
Minister without Portfolio for Family Affairs,Katalin Novák,Q21995345,2020-10-01,,female,1977-09-06,,Novák Katalin.jpg,Katalin Novák
Minister Without Portfolio for Managing National Wealth,Andrea Bártfai-Mager,Q53764750,2018-05-18,,female,,,Bártfai-Mager Andrea.jpg,Andrea Bártfai-Mager
Minister Without Portfolio for National Policy,Zsolt Semjén,Q55574,2010-05-29,2018-05-18,male,1962-08-08,,Zsolt Semjén 2019.jpg,Zsolt Semjén
Minister Without Portfolio for the Modern Cities Program,Lajos Kósa,Q1124989,2017-10-02,2018-05-18,male,1964-03-14,,Kósa Lajos.jpg,Lajos Kósa
Minister Without Portfolio for the Paks Nuclear Plant,János Süli,Q30134885,2017-05-02,,male,1956-01-26,,,János Süli
Minister Without Portfolio for the Paks Nuclear Plant,János Süli,Q30134885,2017-05-02,2018-05-18,male,1956-01-26,,,János Süli
Secretary of State for Territorial Public Administration,Zoltán Kovács,Q1034272,2014-06,,male,1957-12-01,,Dr. Kovács Zoltán cropped.jpg,"Zoltán Kovács (politician, born 1957)"
Speaker of the National Assembly,Katalin Szili,Q469578,1998,2002,female,1956-05-13,,Szili Katalin 2009-12-14.JPG,Katalin Szili
Speaker of the National Assembly,János Áder,Q57467,1998-06-18,2002-05-15,male,1959-05-09,,János Áder no Brasil.jpg,János Áder
Speaker of the National Assembly,Pál Schmitt,Q184810,2010-05-14,2010-08-05,male,1942-05-13,,SchmittPal-2011-01 EuropaPont.jpg,Pál Schmitt
Speaker of the National Assembly,László Kövér,Q465476,2010-08-06,2014-05-05,male,1959-12-29,,László Kövér Senate of Poland 01.JPG,László Kövér
Speaker of the National Assembly,László Kövér,Q465476,2010-08-06,2018-05-07,male,1959-12-29,,László Kövér Senate of Poland 01.JPG,László Kövér
Speaker of the National Assembly,László Kövér,Q465476,2010-08-06,,male,1959-12-29,,László Kövér Senate of Poland 01.JPG,László Kövér
Chief of Staff of the Prime Minister,Antal Rogán,Q1249804,2015-10-01,,male,1972-01-29,,Rogán Antal 2009 Solymár.jpg,Antal Rogán
Chief of Staff of the Prime Minister,Antal Rogán,Q1249804,2015-10-01,2018-05-18,male,1972-01-29,,Rogán Antal 2009 Solymár.jpg,Antal Rogán
Chief Prosecutor,Kálmán Györgyi,Q1030490,1990-06-25,2000-05-15,male,1939-05-24,2019-02-17,,Kálmán Györgyi
Chief Prosecutor,Péter Polt,Q1238709,2000-05-16,2006-05-16,male,1955-09-06,,,Péter Polt
Chief Prosecutor,Tamás Kovács,Q7681966,2006-10-09,2010-12-13,male,1940-12-13,2020-04-26,,Tamás Kovács (jurist)
Chief Prosecutor,Péter Polt,Q1238709,2010-12-14,,male,1955-09-06,,,Péter Polt
Chief of General Staff of the Armed Forces,Ferenc Korom,Q55433626,2019-01-01,2021-05-31,male,1964-12-15,,,Ferenc Korom
Chief of General Staff of the Armed Forces,Romulusz Ruszin-Szendi,Q107171051,2021-06-03,,male,,,,
Commissioner for Fundamental Rights,Máté Szabó,Q2388147,2012,2013,male,1956-06-13,,,
Commissioner for Fundamental Rights,László Székely,Q16523083,2013-09-16,,male,1958-03-15,,,
Government Commissioner,Andrew G. Vajna,Q383528,2011-01,2019-01-20,male,1944-08-01,2019-01-20,Andy Vajna EPLUX7 (11107938725).jpg,Andrew G. Vajna
Government Commissioner,Dávid Vitézy,Q1460530,2015-02,2015-07,male,1985-12-01,,VD full.jpg,
Government Commissioner,Zsolt Visy,Q227364,2016-06-01,2019-07-05,male,1944-05-23,,,
Government Commissioner,János Lázár,Q750646,2018-08-15,,male,1975-02-19,,Lázár János 2 cropped.jpg,János Lázár
Governor of the National Bank,András Simor,Q1288797,2007,2013,male,1954-05-17,,Simor András a Budai Liberális Klubban - 2013.03.04.JPG,András Simor
Governor of the National Bank,György Matolcsy,Q220286,2013-03-04,,male,1955-07-18,,Matolcsy-György Portrait.jpg,György Matolcsy
Mayor of Budapest,Gábor Demszky,Q903825,1990-10-31,2010-10-03,male,1952-08-04,,Gabor-demszky-2012-roemerberggespraeche-ffm-092.jpg,Gábor Demszky
Mayor of Budapest,István Tarlós,Q923540,2010-10-03,2019-10-13,male,1948-05-26,,TarlósIstván.jpg,István Tarlós
Mayor of Budapest,Gergely Karácsony,Q1105049,2019-10-13,,male,1975-06-11,,Karácsony Gergely - portrait.jpg,Gergely Karácsony
